state,district,category,feature,value
Andaman & Nicobar Islands,ANDAMANS,School Profile,num_schools,176
Andaman & Nicobar Islands,MIDDLE AND NORTH ANDAMANS,School Profile,num_schools,184
Andaman & Nicobar Islands,NICOBARS,School Profile,num_schools,58
Andhra Pradesh,ANANTAPUR,School Profile,num_schools,5226
Andhra Pradesh,CHITTOOR,School Profile,num_schools,6377
Andhra Pradesh,EAST GODAVARI,School Profile,num_schools,6290
Andhra Pradesh,GUNTUR,School Profile,num_schools,5090
Andhra Pradesh,KADAPA,School Profile,num_schools,4700
Andhra Pradesh,KRISHNA,School Profile,num_schools,4646
Andhra Pradesh,KURNOOL,School Profile,num_schools,4566
Andhra Pradesh,NELLORE,School Profile,num_schools,4646
Andhra Pradesh,PRAKASAM,School Profile,num_schools,4561
Andhra Pradesh,SRIKAKULAM,School Profile,num_schools,3977
Andhra Pradesh,VISAKHAPATNAM,School Profile,num_schools,5656
Andhra Pradesh,VIZIANAGARAM,School Profile,num_schools,3484
Andhra Pradesh,WEST GODAVARI,School Profile,num_schools,4605
Arunachal Pradesh,ANJAW,School Profile,num_schools,91
Arunachal Pradesh,CAPITAL COMPLEX ITANAGAR,School Profile,num_schools,142
Arunachal Pradesh,CHANGLANG,School Profile,num_schools,346
Arunachal Pradesh,DIBANG VALLEY,School Profile,num_schools,25
Arunachal Pradesh,EAST KAMENG,School Profile,num_schools,192
Arunachal Pradesh,EAST SIANG,School Profile,num_schools,162
Arunachal Pradesh,KAMLE,School Profile,num_schools,126
Arunachal Pradesh,KRA DADI,School Profile,num_schools,132
Arunachal Pradesh,KURUNG KUMEY,School Profile,num_schools,121
Arunachal Pradesh,LEPA RADA,School Profile,num_schools,63
Arunachal Pradesh,LOHIT,School Profile,num_schools,105
Arunachal Pradesh,LONGDING,School Profile,num_schools,107
Arunachal Pradesh,LOWER DIBANG VALLEY,School Profile,num_schools,101
Arunachal Pradesh,LOWER SIANG,School Profile,num_schools,82
Arunachal Pradesh,LOWER SUBANSIRI,School Profile,num_schools,150
Arunachal Pradesh,NAMSAI,School Profile,num_schools,221
Arunachal Pradesh,PAKKE KESSANG,School Profile,num_schools,51
Arunachal Pradesh,PAPUM PARE,School Profile,num_schools,264
Arunachal Pradesh,SHI YOMI,School Profile,num_schools,44
Arunachal Pradesh,SIANG,School Profile,num_schools,107
Arunachal Pradesh,TAWANG,School Profile,num_schools,131
Arunachal Pradesh,TIRAP,School Profile,num_schools,145
Arunachal Pradesh,UPPER SIANG,School Profile,num_schools,126
Arunachal Pradesh,UPPER SUBANSIRI,School Profile,num_schools,250
Arunachal Pradesh,WEST KAMENG,School Profile,num_schools,236
Arunachal Pradesh,WEST SIANG,School Profile,num_schools,146
Assam,BAKSA,School Profile,num_schools,2316
Assam,BARPETA,School Profile,num_schools,3444
Assam,BISWANATH,School Profile,num_schools,1481
Assam,BONGAIGAON,School Profile,num_schools,1502
Assam,CACHAR,School Profile,num_schools,3049
Assam,CHARAIDEO,School Profile,num_schools,904
Assam,CHIRANG,School Profile,num_schools,1254
Assam,DARRANG,School Profile,num_schools,1736
Assam,DHEMAJI,School Profile,num_schools,2186
Assam,DHUBRI,School Profile,num_schools,3432
Assam,DIBRUGARH,School Profile,num_schools,2106
Assam,DIMA HASAO,School Profile,num_schools,1074
Assam,GOALPARA,School Profile,num_schools,2458
Assam,GOLAGHAT,School Profile,num_schools,2024
Assam,HAILAKANDI,School Profile,num_schools,2788
Assam,HOJAI,School Profile,num_schools,1248
Assam,JORHAT,School Profile,num_schools,1783
Assam,KAMRUP-METRO,School Profile,num_schools,1122
Assam,KAMRUP-RURAL,School Profile,num_schools,3094
Assam,KARBI ANGLONG,School Profile,num_schools,1790
Assam,KARIMGANJ,School Profile,num_schools,2918
Assam,KOKRAJHAR,School Profile,num_schools,2634
Assam,LAKHIMPUR,School Profile,num_schools,3158
Assam,MAJULI,School Profile,num_schools,870
Assam,MORIGAON,School Profile,num_schools,1870
Assam,NAGAON,School Profile,num_schools,3171
Assam,NALBARI,School Profile,num_schools,1757
Assam,SIBSAGAR,School Profile,num_schools,1647
Assam,SONITPUR,School Profile,num_schools,1684
Assam,SOUTH SALMARA-MANKACHAR,School Profile,num_schools,843
Assam,TINSUKIA,School Profile,num_schools,1847
Assam,UDALGURI,School Profile,num_schools,1739
Assam,WEST KARBI ANGLONG,School Profile,num_schools,978
Bihar,ARARIA,School Profile,num_schools,2592
Bihar,ARWAL,School Profile,num_schools,731
Bihar,AURANGABAD (BIHAR),School Profile,num_schools,2552
Bihar,BANKA,School Profile,num_schools,2415
Bihar,BEGUSARAI,School Profile,num_schools,1996
Bihar,BHAGALPUR,School Profile,num_schools,2305
Bihar,BHOJPUR,School Profile,num_schools,2509
Bihar,BUXAR,School Profile,num_schools,1583
Bihar,DARBHANGA,School Profile,num_schools,3062
Bihar,GAYA,School Profile,num_schools,4072
Bihar,GOPALGANJ,School Profile,num_schools,2224
Bihar,JAMUI,School Profile,num_schools,1938
Bihar,JEHANABAD,School Profile,num_schools,1049
Bihar,KAIMUR (BHABUA),School Profile,num_schools,1427
Bihar,KATIHAR,School Profile,num_schools,2563
Bihar,KHAGARIA,School Profile,num_schools,1210
Bihar,KISHANGANJ,School Profile,num_schools,1953
Bihar,LAKHISARAI,School Profile,num_schools,995
Bihar,MADHEPURA,School Profile,num_schools,1978
Bihar,MADHUBANI,School Profile,num_schools,3681
Bihar,MUNGER,School Profile,num_schools,1271
Bihar,MUZAFFARPUR,School Profile,num_schools,3827
Bihar,NALANDA,School Profile,num_schools,3043
Bihar,NAWADA,School Profile,num_schools,2123
Bihar,PASHCHIM CHAMPARAN,School Profile,num_schools,3431
Bihar,PATNA,School Profile,num_schools,4553
Bihar,PURBA CHAMPARAN,School Profile,num_schools,4042
Bihar,PURNIA,School Profile,num_schools,2839
Bihar,ROHTAS,School Profile,num_schools,2779
Bihar,SAHARSA,School Profile,num_schools,1782
Bihar,SAMASTIPUR,School Profile,num_schools,3159
Bihar,SARAN,School Profile,num_schools,3152
Bihar,SHEIKHPURA,School Profile,num_schools,619
Bihar,SHEOHAR,School Profile,num_schools,473
Bihar,SITAMARHI,School Profile,num_schools,2552
Bihar,SIWAN,School Profile,num_schools,2990
Bihar,SUPAUL,School Profile,num_schools,2145
Bihar,VAISHALI,School Profile,num_schools,2660
Chandigarh,CHANDIGARH,School Profile,num_schools,229
Chhattisgarh,BALOD,School Profile,num_schools,1586
Chhattisgarh,BALODABAZAR,School Profile,num_schools,2376
Chhattisgarh,BALRAMPUR,School Profile,num_schools,2266
Chhattisgarh,BASTER,School Profile,num_schools,2511
Chhattisgarh,BEMETARA,School Profile,num_schools,1469
Chhattisgarh,BIJAPUR,School Profile,num_schools,811
Chhattisgarh,BILASPUR,School Profile,num_schools,3446
Chhattisgarh,DANTEWADA,School Profile,num_schools,908
Chhattisgarh,DHAMTARI,School Profile,num_schools,1727
Chhattisgarh,DURG,School Profile,num_schools,1746
Chhattisgarh,GARIABAND,School Profile,num_schools,1674
Chhattisgarh,JANJGIR - CHAMPA,School Profile,num_schools,3265
Chhattisgarh,JASHPUR,School Profile,num_schools,2650
Chhattisgarh,KANKER,School Profile,num_schools,2606
Chhattisgarh,KAWARDHA,School Profile,num_schools,1834
Chhattisgarh,KONDAGAON,School Profile,num_schools,2080
Chhattisgarh,KORBA,School Profile,num_schools,2501
Chhattisgarh,KORIYA,School Profile,num_schools,1762
Chhattisgarh,MAHASAMUND,School Profile,num_schools,2245
Chhattisgarh,MUNGELI,School Profile,num_schools,1272
Chhattisgarh,NARAYANPUR,School Profile,num_schools,603
Chhattisgarh,RAIGARH,School Profile,num_schools,3551
Chhattisgarh,RAIPUR,School Profile,num_schools,2430
Chhattisgarh,RAJNANDGAON,School Profile,num_schools,3303
Chhattisgarh,SUKMA,School Profile,num_schools,947
Chhattisgarh,SURAJPUR,School Profile,num_schools,2381
Chhattisgarh,SURGUJA,School Profile,num_schools,2353
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI(UT),School Profile,num_schools,346
Daman & Diu,DAMAN,School Profile,num_schools,92
Daman & Diu,DIU,School Profile,num_schools,45
Delhi,Central,School Profile,num_schools,227
Delhi,East,School Profile,num_schools,581
Delhi,New Delhi,School Profile,num_schools,90
Delhi,North,School Profile,num_schools,331
Delhi,North East,School Profile,num_schools,852
Delhi,North West A,School Profile,num_schools,520
Delhi,North West B,School Profile,num_schools,655
Delhi,South,School Profile,num_schools,343
Delhi,South East,School Profile,num_schools,509
Delhi,South West A,School Profile,num_schools,205
Delhi,South West B,School Profile,num_schools,546
Delhi,West A,School Profile,num_schools,279
Delhi,West B,School Profile,num_schools,531
Goa,NORTH GOA,School Profile,num_schools,686
Goa,SOUTH GOA,School Profile,num_schools,796
Gujarat,AHMEDABAD,School Profile,num_schools,4096
Gujarat,AMRELI,School Profile,num_schools,1295
Gujarat,ANAND,School Profile,num_schools,1664
Gujarat,ARAVALLI,School Profile,num_schools,1669
Gujarat,BANAS KANTHA,School Profile,num_schools,3372
Gujarat,BHARUCH,School Profile,num_schools,1456
Gujarat,BHAVNAGAR,School Profile,num_schools,1664
Gujarat,BOTAD,School Profile,num_schools,458
Gujarat,CHHOTAUDEPUR,School Profile,num_schools,1510
Gujarat,DEVBHOOMI DWARKA,School Profile,num_schools,943
Gujarat,DOHAD,School Profile,num_schools,2274
Gujarat,GANDHINAGAR,School Profile,num_schools,1443
Gujarat,GIR SOMNATH,School Profile,num_schools,1070
Gujarat,JAMNAGAR,School Profile,num_schools,1358
Gujarat,JUNAGADH,School Profile,num_schools,1580
Gujarat,KACHCHH,School Profile,num_schools,2516
Gujarat,KHEDA,School Profile,num_schools,1982
Gujarat,MAHESANA,School Profile,num_schools,1639
Gujarat,MAHISAGAR,School Profile,num_schools,1563
Gujarat,MORBI,School Profile,num_schools,966
Gujarat,NARMADA,School Profile,num_schools,904
Gujarat,NAVSARI,School Profile,num_schools,1104
Gujarat,PANCH MAHALS,School Profile,num_schools,1862
Gujarat,PATAN,School Profile,num_schools,1207
Gujarat,PORBANDAR,School Profile,num_schools,534
Gujarat,RAJKOT,School Profile,num_schools,2791
Gujarat,SABAR KANTHA,School Profile,num_schools,1803
Gujarat,SURAT,School Profile,num_schools,3278
Gujarat,SURENDRANAGAR,School Profile,num_schools,1452
Gujarat,TAPI,School Profile,num_schools,1052
Gujarat,THE DANGS,School Profile,num_schools,487
Gujarat,VADODARA,School Profile,num_schools,2127
Gujarat,VALSAD,School Profile,num_schools,1510
Haryana,AMBALA,School Profile,num_schools,1092
Haryana,BHIWANI,School Profile,num_schools,1170
Haryana,CHARKHI DADRI,School Profile,num_schools,531
Haryana,FARIDABAD,School Profile,num_schools,1537
Haryana,FATEHABAD,School Profile,num_schools,894
Haryana,GURUGRAM,School Profile,num_schools,1175
Haryana,HISAR,School Profile,num_schools,1566
Haryana,JHAJJAR,School Profile,num_schools,905
Haryana,JIND,School Profile,num_schools,1115
Haryana,KAITHAL,School Profile,num_schools,951
Haryana,KARNAL,School Profile,num_schools,1325
Haryana,KURUKSHETRA,School Profile,num_schools,1102
Haryana,MAHENDRAGARH,School Profile,num_schools,1027
Haryana,NUH,School Profile,num_schools,1066
Haryana,PALWAL,School Profile,num_schools,1140
Haryana,PANCHKULA,School Profile,num_schools,574
Haryana,PANIPAT,School Profile,num_schools,991
Haryana,REWARI,School Profile,num_schools,952
Haryana,ROHTAK,School Profile,num_schools,807
Haryana,SIRSA,School Profile,num_schools,1180
Haryana,SONIPAT,School Profile,num_schools,1292
Haryana,YAMUNANAGAR,School Profile,num_schools,1307
Himachal Pradesh,BILASPUR (H.P.),School Profile,num_schools,1027
Himachal Pradesh,CHAMBA,School Profile,num_schools,1844
Himachal Pradesh,HAMIRPUR (H.P.),School Profile,num_schools,972
Himachal Pradesh,KANGRA,School Profile,num_schools,3142
Himachal Pradesh,KINNAUR,School Profile,num_schools,304
Himachal Pradesh,KULLU,School Profile,num_schools,1224
Himachal Pradesh,LAHUL & SPITI,School Profile,num_schools,259
Himachal Pradesh,MANDI,School Profile,num_schools,2844
Himachal Pradesh,SHIMLA,School Profile,num_schools,2643
Himachal Pradesh,SIRMAUR,School Profile,num_schools,1636
Himachal Pradesh,SOLAN,School Profile,num_schools,1373
Himachal Pradesh,UNA,School Profile,num_schools,917
Jammu & Kashmir,ANANTNAG,School Profile,num_schools,1980
Jammu & Kashmir,BADGAM,School Profile,num_schools,1586
Jammu & Kashmir,BANDIPORA,School Profile,num_schools,915
Jammu & Kashmir,BARAMULA,School Profile,num_schools,2400
Jammu & Kashmir,DODA,School Profile,num_schools,1504
Jammu & Kashmir,GANDERBAL,School Profile,num_schools,712
Jammu & Kashmir,JAMMU,School Profile,num_schools,2451
Jammu & Kashmir,KATHUA,School Profile,num_schools,1807
Jammu & Kashmir,KISHTWAR,School Profile,num_schools,934
Jammu & Kashmir,KULGAM,School Profile,num_schools,1033
Jammu & Kashmir,KUPWARA,School Profile,num_schools,2180
Jammu & Kashmir,PULWAMA,School Profile,num_schools,1105
Jammu & Kashmir,PUNCH,School Profile,num_schools,1763
Jammu & Kashmir,RAJAURI,School Profile,num_schools,2073
Jammu & Kashmir,RAMBAN,School Profile,num_schools,1000
Jammu & Kashmir,REASI,School Profile,num_schools,1261
Jammu & Kashmir,SAMBA,School Profile,num_schools,695
Jammu & Kashmir,SHOPIAN,School Profile,num_schools,683
Jammu & Kashmir,SRINAGAR,School Profile,num_schools,1007
Jammu & Kashmir,UDHAMPUR,School Profile,num_schools,1774
Jharkhand,BOKARO,School Profile,num_schools,2205
Jharkhand,CHATRA,School Profile,num_schools,1865
Jharkhand,DEOGHAR,School Profile,num_schools,2275
Jharkhand,DHANBAD,School Profile,num_schools,2548
Jharkhand,DUMKA,School Profile,num_schools,2611
Jharkhand,GARHWA,School Profile,num_schools,1646
Jharkhand,GIRIDIH,School Profile,num_schools,3932
Jharkhand,GODDA,School Profile,num_schools,1778
Jharkhand,GUMLA,School Profile,num_schools,1828
Jharkhand,HAZARIBAG,School Profile,num_schools,2348
Jharkhand,JAMTARA,School Profile,num_schools,1137
Jharkhand,KHUNTI,School Profile,num_schools,1041
Jharkhand,KODARMA,School Profile,num_schools,996
Jharkhand,LATEHAR,School Profile,num_schools,1244
Jharkhand,LOHARDAGA,School Profile,num_schools,705
Jharkhand,PAKAUR,School Profile,num_schools,1195
Jharkhand,PALAMU,School Profile,num_schools,2971
Jharkhand,PASHCHIMI SINGHBHUM,School Profile,num_schools,2330
Jharkhand,PURBI SINGHBHUM,School Profile,num_schools,2237
Jharkhand,RAMGARH,School Profile,num_schools,973
Jharkhand,RANCHI,School Profile,num_schools,3438
Jharkhand,SAHIBGANJ,School Profile,num_schools,1558
Jharkhand,SARAIKELA-KHARSAWAN,School Profile,num_schools,1612
Jharkhand,SIMDEGA,School Profile,num_schools,1123
Karnataka,BAGALKOT,School Profile,num_schools,2384
Karnataka,BALLARI,School Profile,num_schools,3093
Karnataka,BELAGAVI,School Profile,num_schools,2426
Karnataka,BELAGAVI CHIKKODI,School Profile,num_schools,3138
Karnataka,BENGALURU RURAL,School Profile,num_schools,1525
Karnataka,BENGALURU U NORTH,School Profile,num_schools,2595
Karnataka,BENGALURU U SOUTH,School Profile,num_schools,3595
Karnataka,BIDAR,School Profile,num_schools,2845
Karnataka,CHAMARAJANAGARA,School Profile,num_schools,1214
Karnataka,CHIKKABALLAPURA,School Profile,num_schools,2099
Karnataka,CHIKKAMANGALURU,School Profile,num_schools,1945
Karnataka,CHITRADURGA,School Profile,num_schools,2491
Karnataka,DAKSHINA KANNADA,School Profile,num_schools,2034
Karnataka,DAVANAGERE,School Profile,num_schools,2125
Karnataka,DHARWAD,School Profile,num_schools,1683
Karnataka,GADAG,School Profile,num_schools,1221
Karnataka,HASSAN,School Profile,num_schools,3236
Karnataka,HAVERI,School Profile,num_schools,2012
Karnataka,KALBURGI,School Profile,num_schools,4079
Karnataka,KODAGU,School Profile,num_schools,658
Karnataka,KOLAR,School Profile,num_schools,2521
Karnataka,KOPPAL,School Profile,num_schools,1726
Karnataka,MANDYA,School Profile,num_schools,2469
Karnataka,MYSURU,School Profile,num_schools,3306
Karnataka,RAICHUR,School Profile,num_schools,2551
Karnataka,RAMANAGARA,School Profile,num_schools,1774
Karnataka,SHIVAMOGGA,School Profile,num_schools,2803
Karnataka,TUMAKURU,School Profile,num_schools,2961
Karnataka,TUMAKURU MADHUGIRI,School Profile,num_schools,1692
Karnataka,UDUPI,School Profile,num_schools,1185
Karnataka,UTTARA KANNADA,School Profile,num_schools,1253
Karnataka,UTTARA KANNADA SIRSI,School Profile,num_schools,1389
Karnataka,VIJAYAPURA,School Profile,num_schools,3541
Karnataka,YADAGIRI,School Profile,num_schools,1597
Kerala,ALAPPUZHA,School Profile,num_schools,1010
Kerala,ERNAKULAM,School Profile,num_schools,1373
Kerala,IDUKKI,School Profile,num_schools,687
Kerala,KANNUR,School Profile,num_schools,1608
Kerala,KASARAGOD,School Profile,num_schools,778
Kerala,KOLLAM,School Profile,num_schools,1251
Kerala,KOTTAYAM,School Profile,num_schools,1135
Kerala,KOZHIKODE,School Profile,num_schools,1598
Kerala,MALAPPURAM,School Profile,num_schools,1926
Kerala,PALAKKAD,School Profile,num_schools,1273
Kerala,PATHANAMTHITTA,School Profile,num_schools,912
Kerala,THIRUVANANTHAPURAM,School Profile,num_schools,1429
Kerala,THRISSUR,School Profile,num_schools,1268
Kerala,WAYANAD,School Profile,num_schools,417
Ladakh,KARGIL,School Profile,num_schools,618
Ladakh,LEH (LADAKH),School Profile,num_schools,436
Lakshadweep,LAKSHADWEEP,School Profile,num_schools,45
Madhya Pradesh,AGAR MALWA,School Profile,num_schools,1185
Madhya Pradesh,ALIRAJPUR,School Profile,num_schools,2559
Madhya Pradesh,ANUPPUR,School Profile,num_schools,1921
Madhya Pradesh,ASHOKNAGAR,School Profile,num_schools,1597
Madhya Pradesh,BALAGHAT,School Profile,num_schools,3085
Madhya Pradesh,BARWANI,School Profile,num_schools,3538
Madhya Pradesh,BETUL,School Profile,num_schools,3143
Madhya Pradesh,BHIND,School Profile,num_schools,2896
Madhya Pradesh,BHOPAL,School Profile,num_schools,2946
Madhya Pradesh,BURHANPUR,School Profile,num_schools,898
Madhya Pradesh,CHHATARPUR,School Profile,num_schools,3179
Madhya Pradesh,CHHINDWARA,School Profile,num_schools,4057
Madhya Pradesh,DAMOH,School Profile,num_schools,2183
Madhya Pradesh,DATIA,School Profile,num_schools,1388
Madhya Pradesh,DEWAS,School Profile,num_schools,2823
Madhya Pradesh,DHAR,School Profile,num_schools,5077
Madhya Pradesh,DINDORI,School Profile,num_schools,2093
Madhya Pradesh,GUNA,School Profile,num_schools,2526
Madhya Pradesh,GWALIOR,School Profile,num_schools,3002
Madhya Pradesh,HARDA,School Profile,num_schools,965
Madhya Pradesh,HOSHANGABAD,School Profile,num_schools,1955
Madhya Pradesh,INDORE,School Profile,num_schools,3731
Madhya Pradesh,JABALPUR,School Profile,num_schools,2902
Madhya Pradesh,JHABUA,School Profile,num_schools,2825
Madhya Pradesh,KATNI,School Profile,num_schools,2067
Madhya Pradesh,KHANDWA,School Profile,num_schools,1929
Madhya Pradesh,KHARGONE,School Profile,num_schools,4044
Madhya Pradesh,MANDLA,School Profile,num_schools,3067
Madhya Pradesh,MANDSAUR,School Profile,num_schools,2472
Madhya Pradesh,MORENA,School Profile,num_schools,3433
Madhya Pradesh,NARSIMHAPUR,School Profile,num_schools,1843
Madhya Pradesh,NEEMUCH,School Profile,num_schools,1410
Madhya Pradesh,NIWARI,School Profile,num_schools,664
Madhya Pradesh,PANNA,School Profile,num_schools,2272
Madhya Pradesh,RAISEN,School Profile,num_schools,2596
Madhya Pradesh,RAJGARH,School Profile,num_schools,2920
Madhya Pradesh,RATLAM,School Profile,num_schools,2610
Madhya Pradesh,REWA,School Profile,num_schools,4461
Madhya Pradesh,SAGAR,School Profile,num_schools,3543
Madhya Pradesh,SATNA,School Profile,num_schools,4005
Madhya Pradesh,SEHORE,School Profile,num_schools,2354
Madhya Pradesh,SEONI,School Profile,num_schools,3215
Madhya Pradesh,SHAHDOL,School Profile,num_schools,2520
Madhya Pradesh,SHAJAPUR,School Profile,num_schools,1765
Madhya Pradesh,SHEOPUR,School Profile,num_schools,1396
Madhya Pradesh,SHIVPURI,School Profile,num_schools,3339
Madhya Pradesh,SIDHI,School Profile,num_schools,2378
Madhya Pradesh,SINGRAULI,School Profile,num_schools,2088
Madhya Pradesh,TIKAMGARH,School Profile,num_schools,1710
Madhya Pradesh,UJJAIN,School Profile,num_schools,2973
Madhya Pradesh,UMARIA,School Profile,num_schools,1147
Madhya Pradesh,VIDISHA,School Profile,num_schools,2684
Maharashtra,AHMADNAGAR,School Profile,num_schools,5376
Maharashtra,AKOLA,School Profile,num_schools,1868
Maharashtra,AMRAVATI,School Profile,num_schools,2898
Maharashtra,AURANGABAD (MAHARASHTRA),School Profile,num_schools,4555
Maharashtra,BHANDARA,School Profile,num_schools,1323
Maharashtra,BID,School Profile,num_schools,3686
Maharashtra,BULDANA,School Profile,num_schools,2475
Maharashtra,CHANDRAPUR,School Profile,num_schools,2507
Maharashtra,DHULE,School Profile,num_schools,2015
Maharashtra,GADCHIROLI,School Profile,num_schools,2045
Maharashtra,GONDIYA,School Profile,num_schools,1664
Maharashtra,HINGOLI,School Profile,num_schools,1325
Maharashtra,JALGAON,School Profile,num_schools,3399
Maharashtra,JALNA,School Profile,num_schools,2437
Maharashtra,KOLHAPUR,School Profile,num_schools,3712
Maharashtra,LATUR,School Profile,num_schools,2715
Maharashtra,MUMBAI (SUBURBAN),School Profile,num_schools,2541
Maharashtra,MUMBAI II,School Profile,num_schools,1802
Maharashtra,NAGPUR,School Profile,num_schools,4142
Maharashtra,NANDED,School Profile,num_schools,3731
Maharashtra,NANDURBAR,School Profile,num_schools,2067
Maharashtra,NASHIK,School Profile,num_schools,5626
Maharashtra,OSMANABAD,School Profile,num_schools,1843
Maharashtra,PALGHAR,School Profile,num_schools,3448
Maharashtra,PARBHANI,School Profile,num_schools,2107
Maharashtra,PUNE,School Profile,num_schools,7455
Maharashtra,RAIGARH (MAHARASHTRA),School Profile,num_schools,3711
Maharashtra,RATNAGIRI,School Profile,num_schools,3202
Maharashtra,SANGLI,School Profile,num_schools,2977
Maharashtra,SATARA,School Profile,num_schools,3879
Maharashtra,SINDHUDURG,School Profile,num_schools,1711
Maharashtra,SOLAPUR,School Profile,num_schools,4788
Maharashtra,THANE,School Profile,num_schools,4958
Maharashtra,WARDHA,School Profile,num_schools,1509
Maharashtra,WASHIM,School Profile,num_schools,1379
Maharashtra,YAVATMAL,School Profile,num_schools,3353
Manipur,BISHNUPUR,School Profile,num_schools,311
Manipur,CHANDEL,School Profile,num_schools,231
Manipur,CHURACHANDPUR,School Profile,num_schools,465
Manipur,IMPHAL EAST,School Profile,num_schools,515
Manipur,IMPHAL WEST,School Profile,num_schools,549
Manipur,JIRIBAM,School Profile,num_schools,109
Manipur,KAKCHING,School Profile,num_schools,171
Manipur,KAMJONG,School Profile,num_schools,140
Manipur,KANGPOKPI,School Profile,num_schools,529
Manipur,NONEY,School Profile,num_schools,139
Manipur,PHERZAWL,School Profile,num_schools,128
Manipur,SENAPATI,School Profile,num_schools,355
Manipur,TAMENGLONG,School Profile,num_schools,273
Manipur,TENGNOUPAL,School Profile,num_schools,159
Manipur,THOUBAL,School Profile,num_schools,364
Manipur,UKHRUL,School Profile,num_schools,225
Meghalaya,EAST GARO HILLS,School Profile,num_schools,726
Meghalaya,EAST JAINTIA HILLS,School Profile,num_schools,703
Meghalaya,EAST KHASI HILLS,School Profile,num_schools,2910
Meghalaya,NORTH GARO HILLS,School Profile,num_schools,873
Meghalaya,RI BHOI,School Profile,num_schools,1263
Meghalaya,SOUTH GARO HILLS,School Profile,num_schools,1067
Meghalaya,SOUTH WEST GARO HILLS,School Profile,num_schools,782
Meghalaya,SOUTH WEST KHASI HILLS,School Profile,num_schools,992
Meghalaya,WEST GARO HILLS,School Profile,num_schools,2368
Meghalaya,WEST JAINTIA HILLS,School Profile,num_schools,1228
Meghalaya,WEST KHASI HILLS,School Profile,num_schools,1818
Mizoram,AIZAWL,School Profile,num_schools,1012
Mizoram,CHAMPHAI,School Profile,num_schools,456
Mizoram,KOLASIB,School Profile,num_schools,282
Mizoram,LAWNGTLAI,School Profile,num_schools,563
Mizoram,LUNGLEI,School Profile,num_schools,740
Mizoram,MAMIT,School Profile,num_schools,385
Mizoram,SAIHA,School Profile,num_schools,259
Mizoram,SERCHHIP,School Profile,num_schools,227
Nagaland,DIMAPUR,School Profile,num_schools,517
Nagaland,KIPHIRE,School Profile,num_schools,136
Nagaland,KOHIMA,School Profile,num_schools,281
Nagaland,LONGLENG,School Profile,num_schools,111
Nagaland,MOKOKCHUNG,School Profile,num_schools,259
Nagaland,MON,School Profile,num_schools,308
Nagaland,PEREN,School Profile,num_schools,170
Nagaland,PHEK,School Profile,num_schools,245
Nagaland,TUENSANG,School Profile,num_schools,257
Nagaland,WOKHA,School Profile,num_schools,192
Nagaland,ZUNHEBOTO,School Profile,num_schools,282
Odisha,ANGUL,School Profile,num_schools,1943
Odisha,BALASORE,School Profile,num_schools,3508
Odisha,BARAGARH,School Profile,num_schools,2095
Odisha,BHADRAK,School Profile,num_schools,2262
Odisha,BOLANGIR,School Profile,num_schools,2668
Odisha,BOUDH,School Profile,num_schools,913
Odisha,CUTTACK,School Profile,num_schools,3064
Odisha,DEOGARH,School Profile,num_schools,672
Odisha,DHENKANAL,School Profile,num_schools,1839
Odisha,GAJAPATI,School Profile,num_schools,1257
Odisha,GANJAM,School Profile,num_schools,4344
Odisha,JAGATSINGHPUR,School Profile,num_schools,1755
Odisha,JAJPUR,School Profile,num_schools,2899
Odisha,JHARSUGUDA,School Profile,num_schools,828
Odisha,KALAHANDI,School Profile,num_schools,2742
Odisha,KANDHAMAL,School Profile,num_schools,2013
Odisha,KENDRAPARA,School Profile,num_schools,2341
Odisha,KEONJHAR,School Profile,num_schools,3287
Odisha,KHURDHA,School Profile,num_schools,2306
Odisha,KORAPUT,School Profile,num_schools,2725
Odisha,MALKANGIRI,School Profile,num_schools,1413
Odisha,MAYURBHANJ,School Profile,num_schools,4937
Odisha,NABARANGPUR,School Profile,num_schools,2082
Odisha,NAYAGARH,School Profile,num_schools,1449
Odisha,NUAPADA,School Profile,num_schools,1198
Odisha,PURI,School Profile,num_schools,2557
Odisha,RAYAGADA,School Profile,num_schools,2076
Odisha,SAMBALPUR,School Profile,num_schools,1690
Odisha,SONEPUR,School Profile,num_schools,1101
Odisha,SUNDERGARH,School Profile,num_schools,3056
Puducherry,KARAIKAL,School Profile,num_schools,168
Puducherry,MAHE,School Profile,num_schools,33
Puducherry,PONDICHERRY,School Profile,num_schools,503
Puducherry,YANAM,School Profile,num_schools,37
Punjab,AMRITSAR,School Profile,num_schools,2236
Punjab,BARNALA,School Profile,num_schools,469
Punjab,BATHINDA,School Profile,num_schools,1067
Punjab,FARIDKOT,School Profile,num_schools,557
Punjab,FATEHGARH SAHIB,School Profile,num_schools,824
Punjab,FIROZPUR,School Profile,num_schools,1100
Punjab,Fazilka,School Profile,num_schools,1060
Punjab,GURDASPUR,School Profile,num_schools,2154
Punjab,HOSHIARPUR,School Profile,num_schools,2274
Punjab,JALANDHAR,School Profile,num_schools,2237
Punjab,KAPURTHALA,School Profile,num_schools,1063
Punjab,LUDHIANA,School Profile,num_schools,2998
Punjab,MANSA,School Profile,num_schools,689
Punjab,MOGA,School Profile,num_schools,856
Punjab,MOHALI,School Profile,num_schools,1055
Punjab,MUKTSAR,School Profile,num_schools,789
Punjab,NAWANSHAHR,School Profile,num_schools,826
