state,district,category,feature,value
Himachal Pradesh,KINNAUR,School Profile,num_students,6.08
Himachal Pradesh,KULLU,School Profile,num_students,24.48
Himachal Pradesh,LAHUL & SPITI,School Profile,num_students,5.18
Himachal Pradesh,MANDI,School Profile,num_students,56.88
Himachal Pradesh,SHIMLA,School Profile,num_students,52.86
Himachal Pradesh,SIRMAUR,School Profile,num_students,32.72
Himachal Pradesh,SOLAN,School Profile,num_students,27.46
Himachal Pradesh,UNA,School Profile,num_students,18.34
Jammu & Kashmir,ANANTNAG,School Profile,num_students,39.6
Jammu & Kashmir,BADGAM,School Profile,num_students,31.72
Jammu & Kashmir,BANDIPORA,School Profile,num_students,18.3
Jammu & Kashmir,BARAMULA,School Profile,num_students,48.0
Jammu & Kashmir,DODA,School Profile,num_students,30.08
Jammu & Kashmir,GANDERBAL,School Profile,num_students,14.24
Jammu & Kashmir,JAMMU,School Profile,num_students,49.02
Jammu & Kashmir,KATHUA,School Profile,num_students,36.14
Jammu & Kashmir,KISHTWAR,School Profile,num_students,18.68
Jammu & Kashmir,KULGAM,School Profile,num_students,20.66
Jammu & Kashmir,KUPWARA,School Profile,num_students,43.6
Jammu & Kashmir,PULWAMA,School Profile,num_students,22.1
Jammu & Kashmir,PUNCH,School Profile,num_students,35.26
Jammu & Kashmir,RAJAURI,School Profile,num_students,41.46
Jammu & Kashmir,RAMBAN,School Profile,num_students,20.0
Jammu & Kashmir,REASI,School Profile,num_students,25.22
Jammu & Kashmir,SAMBA,School Profile,num_students,13.9
Jammu & Kashmir,SHOPIAN,School Profile,num_students,13.66
Jammu & Kashmir,SRINAGAR,School Profile,num_students,20.14
Jammu & Kashmir,UDHAMPUR,School Profile,num_students,35.48
Jharkhand,BOKARO,School Profile,num_students,44.1
Jharkhand,CHATRA,School Profile,num_students,37.3
Jharkhand,DEOGHAR,School Profile,num_students,45.5
Jharkhand,DHANBAD,School Profile,num_students,50.96
Jharkhand,DUMKA,School Profile,num_students,52.22
Jharkhand,GARHWA,School Profile,num_students,32.92
Jharkhand,GIRIDIH,School Profile,num_students,78.64
Jharkhand,GODDA,School Profile,num_students,35.56
Jharkhand,GUMLA,School Profile,num_students,36.56
Jharkhand,HAZARIBAG,School Profile,num_students,46.96
Jharkhand,JAMTARA,School Profile,num_students,22.74
Jharkhand,KHUNTI,School Profile,num_students,20.82
Jharkhand,KODARMA,School Profile,num_students,19.92
Jharkhand,LATEHAR,School Profile,num_students,24.88
Jharkhand,LOHARDAGA,School Profile,num_students,14.1
Jharkhand,PAKAUR,School Profile,num_students,23.9
Jharkhand,PALAMU,School Profile,num_students,59.42
Jharkhand,PASHCHIMI SINGHBHUM,School Profile,num_students,46.6
Jharkhand,PURBI SINGHBHUM,School Profile,num_students,44.74
Jharkhand,RAMGARH,School Profile,num_students,19.46
Jharkhand,RANCHI,School Profile,num_students,68.76
Jharkhand,SAHIBGANJ,School Profile,num_students,31.16
Jharkhand,SARAIKELA-KHARSAWAN,School Profile,num_students,32.24
Jharkhand,SIMDEGA,School Profile,num_students,22.46
Karnataka,BAGALKOT,School Profile,num_students,47.68
Karnataka,BALLARI,School Profile,num_students,61.86
Karnataka,BELAGAVI,School Profile,num_students,48.52
Karnataka,BELAGAVI CHIKKODI,School Profile,num_students,62.76
Karnataka,BENGALURU RURAL,School Profile,num_students,30.5
Karnataka,BENGALURU U NORTH,School Profile,num_students,51.9
Karnataka,BENGALURU U SOUTH,School Profile,num_students,71.9
Karnataka,BIDAR,School Profile,num_students,56.9
Karnataka,CHAMARAJANAGARA,School Profile,num_students,24.28
Karnataka,CHIKKABALLAPURA,School Profile,num_students,41.98
Karnataka,CHIKKAMANGALURU,School Profile,num_students,38.9
Karnataka,CHITRADURGA,School Profile,num_students,49.82
Karnataka,DAKSHINA KANNADA,School Profile,num_students,40.68
Karnataka,DAVANAGERE,School Profile,num_students,42.5
Karnataka,DHARWAD,School Profile,num_students,33.66
Karnataka,GADAG,School Profile,num_students,24.42
Karnataka,HASSAN,School Profile,num_students,64.72
Karnataka,HAVERI,School Profile,num_students,40.24
Karnataka,KALBURGI,School Profile,num_students,81.58
Karnataka,KODAGU,School Profile,num_students,13.16
Karnataka,KOLAR,School Profile,num_students,50.42
Karnataka,KOPPAL,School Profile,num_students,34.52
Karnataka,MANDYA,School Profile,num_students,49.38
Karnataka,MYSURU,School Profile,num_students,66.12
Karnataka,RAICHUR,School Profile,num_students,51.02
Karnataka,RAMANAGARA,School Profile,num_students,35.48
Karnataka,SHIVAMOGGA,School Profile,num_students,56.06
Karnataka,TUMAKURU,School Profile,num_students,59.22
Karnataka,TUMAKURU MADHUGIRI,School Profile,num_students,33.84
Karnataka,UDUPI,School Profile,num_students,23.7
Karnataka,UTTARA KANNADA,School Profile,num_students,25.06
Karnataka,UTTARA KANNADA SIRSI,School Profile,num_students,27.78
Karnataka,VIJAYAPURA,School Profile,num_students,70.82
Karnataka,YADAGIRI,School Profile,num_students,31.94
Kerala,ALAPPUZHA,School Profile,num_students,20.2
Kerala,ERNAKULAM,School Profile,num_students,27.46
Kerala,IDUKKI,School Profile,num_students,13.74
Kerala,KANNUR,School Profile,num_students,32.16
Kerala,KASARAGOD,School Profile,num_students,15.56
Kerala,KOLLAM,School Profile,num_students,25.02
Kerala,KOTTAYAM,School Profile,num_students,22.7
Kerala,KOZHIKODE,School Profile,num_students,31.96
Kerala,MALAPPURAM,School Profile,num_students,38.52
Kerala,PALAKKAD,School Profile,num_students,25.46
Kerala,PATHANAMTHITTA,School Profile,num_students,18.24
Kerala,THIRUVANANTHAPURAM,School Profile,num_students,28.58
Kerala,THRISSUR,School Profile,num_students,25.36
Kerala,WAYANAD,School Profile,num_students,8.34
Ladakh,KARGIL,School Profile,num_students,12.36
Ladakh,LEH (LADAKH),School Profile,num_students,8.72
Lakshadweep,LAKSHADWEEP,School Profile,num_students,0.9
Madhya Pradesh,AGAR MALWA,School Profile,num_students,23.7
Madhya Pradesh,ALIRAJPUR,School Profile,num_students,51.18
Madhya Pradesh,ANUPPUR,School Profile,num_students,38.42
Madhya Pradesh,ASHOKNAGAR,School Profile,num_students,31.94
Madhya Pradesh,BALAGHAT,School Profile,num_students,61.7
Madhya Pradesh,BARWANI,School Profile,num_students,70.76
Madhya Pradesh,BETUL,School Profile,num_students,62.86
Madhya Pradesh,BHIND,School Profile,num_students,57.92
Madhya Pradesh,BHOPAL,School Profile,num_students,58.92
Madhya Pradesh,BURHANPUR,School Profile,num_students,17.96
Madhya Pradesh,CHHATARPUR,School Profile,num_students,63.58
Madhya Pradesh,CHHINDWARA,School Profile,num_students,81.14
Madhya Pradesh,DAMOH,School Profile,num_students,43.66
Madhya Pradesh,DATIA,School Profile,num_students,27.76
Madhya Pradesh,DEWAS,School Profile,num_students,56.46
Madhya Pradesh,DHAR,School Profile,num_students,101.54
Madhya Pradesh,DINDORI,School Profile,num_students,41.86
Madhya Pradesh,GUNA,School Profile,num_students,50.52
Madhya Pradesh,GWALIOR,School Profile,num_students,60.04
Madhya Pradesh,HARDA,School Profile,num_students,19.3
Madhya Pradesh,HOSHANGABAD,School Profile,num_students,39.1
Madhya Pradesh,INDORE,School Profile,num_students,74.62
Madhya Pradesh,JABALPUR,School Profile,num_students,58.04
Madhya Pradesh,JHABUA,School Profile,num_students,56.5
Madhya Pradesh,KATNI,School Profile,num_students,41.34
Madhya Pradesh,KHANDWA,School Profile,num_students,38.58
Madhya Pradesh,KHARGONE,School Profile,num_students,80.88
Madhya Pradesh,MANDLA,School Profile,num_students,61.34
Madhya Pradesh,MANDSAUR,School Profile,num_students,49.44
Madhya Pradesh,MORENA,School Profile,num_students,68.66
Madhya Pradesh,NARSIMHAPUR,School Profile,num_students,36.86
Madhya Pradesh,NEEMUCH,School Profile,num_students,28.2
Madhya Pradesh,NIWARI,School Profile,num_students,13.28
Madhya Pradesh,PANNA,School Profile,num_students,45.44
Madhya Pradesh,RAISEN,School Profile,num_students,51.92
Madhya Pradesh,RAJGARH,School Profile,num_students,58.4
Madhya Pradesh,RATLAM,School Profile,num_students,52.2
Madhya Pradesh,REWA,School Profile,num_students,89.22
Madhya Pradesh,SAGAR,School Profile,num_students,70.86
Madhya Pradesh,SATNA,School Profile,num_students,80.1
Madhya Pradesh,SEHORE,School Profile,num_students,47.08
Madhya Pradesh,SEONI,School Profile,num_students,64.3
Madhya Pradesh,SHAHDOL,School Profile,num_students,50.4
Madhya Pradesh,SHAJAPUR,School Profile,num_students,35.3
Madhya Pradesh,SHEOPUR,School Profile,num_students,27.92
Madhya Pradesh,SHIVPURI,School Profile,num_students,66.78
Madhya Pradesh,SIDHI,School Profile,num_students,47.56
Madhya Pradesh,SINGRAULI,School Profile,num_students,41.76
Madhya Pradesh,TIKAMGARH,School Profile,num_students,34.2
Madhya Pradesh,UJJAIN,School Profile,num_students,59.46
Madhya Pradesh,UMARIA,School Profile,num_students,22.94
Madhya Pradesh,VIDISHA,School Profile,num_students,53.68
Maharashtra,AHMADNAGAR,School Profile,num_students,107.52
Maharashtra,AKOLA,School Profile,num_students,37.36
Maharashtra,AMRAVATI,School Profile,num_students,57.96
Maharashtra,AURANGABAD (MAHARASHTRA),School Profile,num_students,91.1
Maharashtra,BHANDARA,School Profile,num_students,26.46
Maharashtra,BID,School Profile,num_students,73.72
Maharashtra,BULDANA,School Profile,num_students,49.5
Maharashtra,CHANDRAPUR,School Profile,num_students,50.14
Maharashtra,DHULE,School Profile,num_students,40.3
Maharashtra,GADCHIROLI,School Profile,num_students,40.9
Maharashtra,GONDIYA,School Profile,num_students,33.28
Maharashtra,HINGOLI,School Profile,num_students,26.5
Maharashtra,JALGAON,School Profile,num_students,67.98
Maharashtra,JALNA,School Profile,num_students,48.74
Maharashtra,KOLHAPUR,School Profile,num_students,74.24
Maharashtra,LATUR,School Profile,num_students,54.3
Maharashtra,MUMBAI (SUBURBAN),School Profile,num_students,50.82
Maharashtra,MUMBAI II,School Profile,num_students,36.04
Maharashtra,NAGPUR,School Profile,num_students,82.84
Maharashtra,NANDED,School Profile,num_students,74.62
Maharashtra,NANDURBAR,School Profile,num_students,41.34
Maharashtra,NASHIK,School Profile,num_students,112.52
Maharashtra,OSMANABAD,School Profile,num_students,36.86
Maharashtra,PALGHAR,School Profile,num_students,68.96
Maharashtra,PARBHANI,School Profile,num_students,42.14
Maharashtra,PUNE,School Profile,num_students,149.1
Maharashtra,RAIGARH (MAHARASHTRA),School Profile,num_students,74.22
Maharashtra,RATNAGIRI,School Profile,num_students,64.04
Maharashtra,SANGLI,School Profile,num_students,59.54
Maharashtra,SATARA,School Profile,num_students,77.58
Maharashtra,SINDHUDURG,School Profile,num_students,34.22
Maharashtra,SOLAPUR,School Profile,num_students,95.76
Maharashtra,THANE,School Profile,num_students,99.16
Maharashtra,WARDHA,School Profile,num_students,30.18
Maharashtra,WASHIM,School Profile,num_students,27.58
Maharashtra,YAVATMAL,School Profile,num_students,67.06
Manipur,BISHNUPUR,School Profile,num_students,6.22
Manipur,CHANDEL,School Profile,num_students,4.62
Manipur,CHURACHANDPUR,School Profile,num_students,9.3
Manipur,IMPHAL EAST,School Profile,num_students,10.3
Manipur,IMPHAL WEST,School Profile,num_students,10.98
Manipur,JIRIBAM,School Profile,num_students,2.18
Manipur,KAKCHING,School Profile,num_students,3.42
Manipur,KAMJONG,School Profile,num_students,2.8
Manipur,KANGPOKPI,School Profile,num_students,10.58
Manipur,NONEY,School Profile,num_students,2.78
Manipur,PHERZAWL,School Profile,num_students,2.56
Manipur,SENAPATI,School Profile,num_students,7.1
Manipur,TAMENGLONG,School Profile,num_students,5.46
Manipur,TENGNOUPAL,School Profile,num_students,3.18
Manipur,THOUBAL,School Profile,num_students,7.28
Manipur,UKHRUL,School Profile,num_students,4.5
Meghalaya,EAST GARO HILLS,School Profile,num_students,14.52
Meghalaya,EAST JAINTIA HILLS,School Profile,num_students,14.06
Meghalaya,EAST KHASI HILLS,School Profile,num_students,58.2
Meghalaya,NORTH GARO HILLS,School Profile,num_students,17.46
Meghalaya,RI BHOI,School Profile,num_students,25.26
Meghalaya,SOUTH GARO HILLS,School Profile,num_students,21.34
Meghalaya,SOUTH WEST GARO HILLS,School Profile,num_students,15.64
Meghalaya,SOUTH WEST KHASI HILLS,School Profile,num_students,19.84
Meghalaya,WEST GARO HILLS,School Profile,num_students,47.36
Meghalaya,WEST JAINTIA HILLS,School Profile,num_students,24.56
Meghalaya,WEST KHASI HILLS,School Profile,num_students,36.36
Mizoram,AIZAWL,School Profile,num_students,20.24
Mizoram,CHAMPHAI,School Profile,num_students,9.12
Mizoram,KOLASIB,School Profile,num_students,5.64
Mizoram,LAWNGTLAI,School Profile,num_students,11.26
Mizoram,LUNGLEI,School Profile,num_students,14.8
Mizoram,MAMIT,School Profile,num_students,7.7
Mizoram,SAIHA,School Profile,num_students,5.18
Mizoram,SERCHHIP,School Profile,num_students,4.54
Nagaland,DIMAPUR,School Profile,num_students,10.34
Nagaland,KIPHIRE,School Profile,num_students,2.72
Nagaland,KOHIMA,School Profile,num_students,5.62
Nagaland,LONGLENG,School Profile,num_students,2.22
Nagaland,MOKOKCHUNG,School Profile,num_students,5.18
Nagaland,MON,School Profile,num_students,6.16
Nagaland,PEREN,School Profile,num_students,3.4
Nagaland,PHEK,School Profile,num_students,4.9
Nagaland,TUENSANG,School Profile,num_students,5.14
Nagaland,WOKHA,School Profile,num_students,3.84
Nagaland,ZUNHEBOTO,School Profile,num_students,5.64
Odisha,ANGUL,School Profile,num_students,38.86
Odisha,BALASORE,School Profile,num_students,70.16
Odisha,BARAGARH,School Profile,num_students,41.9
Odisha,BHADRAK,School Profile,num_students,45.24
Odisha,BOLANGIR,School Profile,num_students,53.36
Odisha,BOUDH,School Profile,num_students,18.26
Odisha,CUTTACK,School Profile,num_students,61.28
Odisha,DEOGARH,School Profile,num_students,13.44
Odisha,DHENKANAL,School Profile,num_students,36.78
Odisha,GAJAPATI,School Profile,num_students,25.14
Odisha,GANJAM,School Profile,num_students,86.88
Odisha,JAGATSINGHPUR,School Profile,num_students,35.1
Odisha,JAJPUR,School Profile,num_students,57.98
Odisha,JHARSUGUDA,School Profile,num_students,16.56
Odisha,KALAHANDI,School Profile,num_students,54.84
Odisha,KANDHAMAL,School Profile,num_students,40.26
Odisha,KENDRAPARA,School Profile,num_students,46.82
Odisha,KEONJHAR,School Profile,num_students,65.74
Odisha,KHURDHA,School Profile,num_students,46.12
Odisha,KORAPUT,School Profile,num_students,54.5
Odisha,MALKANGIRI,School Profile,num_students,28.26
Odisha,MAYURBHANJ,School Profile,num_students,98.74
Odisha,NABARANGPUR,School Profile,num_students,41.64
Odisha,NAYAGARH,School Profile,num_students,28.98
Odisha,NUAPADA,School Profile,num_students,23.96
Odisha,PURI,School Profile,num_students,51.14
Odisha,RAYAGADA,School Profile,num_students,41.52
Odisha,SAMBALPUR,School Profile,num_students,33.8
Odisha,SONEPUR,School Profile,num_students,22.02
Odisha,SUNDERGARH,School Profile,num_students,61.12
Puducherry,KARAIKAL,School Profile,num_students,3.36
Puducherry,MAHE,School Profile,num_students,0.66
Puducherry,PONDICHERRY,School Profile,num_students,10.06
Puducherry,YANAM,School Profile,num_students,0.74
Punjab,AMRITSAR,School Profile,num_students,44.72
Punjab,BARNALA,School Profile,num_students,9.38
Punjab,BATHINDA,School Profile,num_students,21.34
Punjab,FARIDKOT,School Profile,num_students,11.14
Punjab,FATEHGARH SAHIB,School Profile,num_students,16.48
Punjab,FIROZPUR,School Profile,num_students,22.0
Punjab,Fazilka,School Profile,num_students,21.2
Punjab,GURDASPUR,School Profile,num_students,43.08
Punjab,HOSHIARPUR,School Profile,num_students,45.48
Punjab,JALANDHAR,School Profile,num_students,44.74
Punjab,KAPURTHALA,School Profile,num_students,21.26
Punjab,LUDHIANA,School Profile,num_students,59.96
Punjab,MANSA,School Profile,num_students,13.78
Punjab,MOGA,School Profile,num_students,17.12
Punjab,MOHALI,School Profile,num_students,21.1
Punjab,MUKTSAR,School Profile,num_students,15.78
Punjab,NAWANSHAHR,School Profile,num_students,16.52
Punjab,PATHANKOT,School Profile,num_students,15.96
Punjab,PATIALA,School Profile,num_students,40.0
Punjab,RUPNAGAR,School Profile,num_students,20.12
Punjab,SANGRUR,School Profile,num_students,31.26
Punjab,TARAN TARAN,School Profile,num_students,23.08
Rajasthan,AJMER,School Profile,num_students,66.74
Rajasthan,ALWAR,School Profile,num_students,104.38
Rajasthan,BANSWARA,School Profile,num_students,76.4
Rajasthan,BARAN,School Profile,num_students,44.04
Rajasthan,BARMER,School Profile,num_students,113.24
Rajasthan,BHARATPUR,School Profile,num_students,64.36
Rajasthan,BHILWARA,School Profile,num_students,81.16
Rajasthan,BIKANER,School Profile,num_students,69.14
Rajasthan,BUNDI,School Profile,num_students,37.36
Rajasthan,CHITTAURGARH,School Profile,num_students,51.94
Rajasthan,CHURU,School Profile,num_students,51.56
Rajasthan,DAUSA,School Profile,num_students,51.48
Rajasthan,DHAULPUR,School Profile,num_students,36.62
Rajasthan,DUNGARPUR,School Profile,num_students,62.44
Rajasthan,GANGANAGAR,School Profile,num_students,60.52
Rajasthan,HANUMANGARH,School Profile,num_students,41.14
Rajasthan,JAIPUR,School Profile,num_students,182.24
Rajasthan,JAISALMER,School Profile,num_students,32.44
Rajasthan,JALOR,School Profile,num_students,54.64
Rajasthan,JHALAWAR,School Profile,num_students,45.02
Rajasthan,JHUNJHUNU,School Profile,num_students,55.62
Rajasthan,JODHPUR,School Profile,num_students,115.52
Rajasthan,KARAULI,School Profile,num_students,43.42
Rajasthan,KOTA,School Profile,num_students,46.58
Rajasthan,NAGAUR,School Profile,num_students,96.78
Rajasthan,PALI,School Profile,num_students,58.62
Rajasthan,PRATAPGARH (RAJ.),School Profile,num_students,40.14
Rajasthan,RAJSAMAND,School Profile,num_students,44.66
Rajasthan,SAWAI MADHOPUR,School Profile,num_students,39.5
Rajasthan,SIKAR,School Profile,num_students,70.6
Rajasthan,SIROHI,School Profile,num_students,28.28
Rajasthan,TONK,School Profile,num_students,49.56
Rajasthan,UDAIPUR,School Profile,num_students,108.66
Sikkim,EAST SIKKIM,School Profile,num_students,8.9
Sikkim,NORTH SIKKIM,School Profile,num_students,2.22
Sikkim,SOUTH SIKKIM,School Profile,num_students,7.4
Sikkim,WEST SIKKIM,School Profile,num_students,7.02
Tamilnadu,ARIYALUR,School Profile,num_students,15.66
Tamilnadu,CHENNAI,School Profile,num_students,29.32
Tamilnadu,COIMBATORE,School Profile,num_students,40.92
Tamilnadu,CUDDALORE,School Profile,num_students,44.46
Tamilnadu,DHARMAPURI,School Profile,num_students,32.5
Tamilnadu,DINDIGUL,School Profile,num_students,39.52
Tamilnadu,ERODE,School Profile,num_students,35.26
Tamilnadu,KANCHEEPURAM,School Profile,num_students,52.2
Tamilnadu,KANNIYAKUMARI,School Profile,num_students,24.58
Tamilnadu,KARUR,School Profile,num_students,21.2
Tamilnadu,KRISHNAGIRI,School Profile,num_students,41.08
Tamilnadu,MADURAI,School Profile,num_students,45.0
Tamilnadu,NAGAPATTINAM,School Profile,num_students,30.8
Tamilnadu,NAMAKKAL,School Profile,num_students,27.42
Tamilnadu,PERAMBALUR,School Profile,num_students,10.38
Tamilnadu,PUDUKKOTTAI,School Profile,num_students,39.16
Tamilnadu,RAMANATHAPURAM,School Profile,num_students,30.58
Tamilnadu,SALEM,School Profile,num_students,49.08
Tamilnadu,SIVAGANGAI,School Profile,num_students,32.12
Tamilnadu,THANJAVUR,School Profile,num_students,41.24
Tamilnadu,THE NILGIRIS,School Profile,num_students,14.16
Tamilnadu,THENI,School Profile,num_students,18.8
Tamilnadu,THOOTHUKKUDI,School Profile,num_students,37.28
Tamilnadu,TIRUCHIRAPPALLI,School Profile,num_students,42.18
Tamilnadu,TIRUNELVELI,School Profile,num_students,56.6
Tamilnadu,TIRUPPUR,School Profile,num_students,38.38
Tamilnadu,TIRUVALLUR,School Profile,num_students,50.7
Tamilnadu,TIRUVANNAMALAI,School Profile,num_students,50.72
Tamilnadu,TIRUVARUR,School Profile,num_students,25.6
Tamilnadu,VELLORE,School Profile,num_students,66.76
Tamilnadu,VILLUPURAM,School Profile,num_students,59.56
Tamilnadu,VIRUDHUNAGAR,School Profile,num_students,34.72
Telangana,ADILABAD,School Profile,num_students,29.12
Telangana,BHADRADRI,School Profile,num_students,34.44
Telangana,HYDERABAD,School Profile,num_students,62.76
Telangana,JAGTIAL,School Profile,num_students,23.58
Telangana,JANGAON,School Profile,num_students,13.32
Telangana,JAYASHANKAR,School Profile,num_students,11.0
Telangana,JOGULAMBA,School Profile,num_students,12.64
Telangana,KAMAREDDY,School Profile,num_students,25.84
Telangana,KARIMNAGAR,School Profile,num_students,21.28
Telangana,KHAMMAM,School Profile,num_students,33.92
Telangana,KOMARAM BHEEM,School Profile,num_students,25.58
Telangana,MAHABUBABAD,School Profile,num_students,24.74
Telangana,MAHABUBNAGAR,School Profile,num_students,24.5
Telangana,MANCHERIAL,School Profile,num_students,21.76
Telangana,MEDAK,School Profile,num_students,21.82
Telangana,MEDCHAL,School Profile,num_students,40.5
Telangana,MULUGU,School Profile,num_students,11.38
Telangana,NAGARKURNOOL,School Profile,num_students,23.04
Telangana,NALGONDA,School Profile,num_students,42.1
Telangana,NARAYANAPET,School Profile,num_students,13.58
Telangana,NIRMAL,School Profile,num_students,21.42
Telangana,NIZAMABAD,School Profile,num_students,36.18
Telangana,PEDDAPALLI,School Profile,num_students,15.84
Telangana,RAJANNA,School Profile,num_students,13.54
Telangana,RANGAREDDY,School Profile,num_students,57.96
Telangana,SANGAREDDY,School Profile,num_students,36.36
Telangana,SIDDIPET,School Profile,num_students,26.34
Telangana,SURYAPET,School Profile,num_students,26.34
Telangana,VIKARABAD,School Profile,num_students,26.52
Telangana,WANAPARTHY,School Profile,num_students,14.86
Telangana,WARANGAL RURAL,School Profile,num_students,17.8
Telangana,WARANGAL URBAN,School Profile,num_students,22.24
Telangana,YADADRI,School Profile,num_students,19.2
Tripura,DHALAI,School Profile,num_students,17.7
Tripura,GOMATI,School Profile,num_students,12.24
Tripura,KHOWAI,School Profile,num_students,9.92
Tripura,NORTH TRIPURA,School Profile,num_students,10.66
Tripura,SEPAHIJALA,School Profile,num_students,13.14
Tripura,SOUTH TRIPURA,School Profile,num_students,13.42
Tripura,UNAKOTI,School Profile,num_students,7.58
Tripura,WEST TRIPURA,School Profile,num_students,14.14
Uttar Pradesh,AGRA,School Profile,num_students,102.24
Uttar Pradesh,ALIGARH,School Profile,num_students,85.28
Uttar Pradesh,ALLAHABAD,School Profile,num_students,113.9
Uttar Pradesh,AMBEDKAR NAGAR,School Profile,num_students,77.18
Uttar Pradesh,AMETHI - CSM NAGAR,School Profile,num_students,49.66
Uttar Pradesh,AURAIYA,School Profile,num_students,47.54
Uttar Pradesh,AZAMGARH,School Profile,num_students,119.96
Uttar Pradesh,BAGHPAT,School Profile,num_students,21.66
Uttar Pradesh,BAHRAICH,School Profile,num_students,80.7
Uttar Pradesh,BALLIA,School Profile,num_students,76.46
Uttar Pradesh,BALRAMPUR,School Profile,num_students,57.7
Uttar Pradesh,BANDA,School Profile,num_students,47.58
Uttar Pradesh,BARABANKI,School Profile,num_students,82.24
Uttar Pradesh,BAREILLY,School Profile,num_students,95.58
Uttar Pradesh,BASTI,School Profile,num_students,70.86
Uttar Pradesh,BHADOI,School Profile,num_students,36.72
Uttar Pradesh,BIJNOR,School Profile,num_students,101.42
Uttar Pradesh,BUDAUN,School Profile,num_students,71.0
Uttar Pradesh,BULANDSHAHR,School Profile,num_students,75.66
Uttar Pradesh,CHANDAULI,School Profile,num_students,41.72
Uttar Pradesh,CHITRAKOOT,School Profile,num_students,34.46
Uttar Pradesh,DEORIA,School Profile,num_students,82.16
Uttar Pradesh,ETAH,School Profile,num_students,66.56
Uttar Pradesh,ETAWAH,School Profile,num_students,64.32
Uttar Pradesh,FAIZABAD,School Profile,num_students,74.48
Uttar Pradesh,FARRUKHABAD,School Profile,num_students,56.04
Uttar Pradesh,FATEHPUR,School Profile,num_students,74.38
Uttar Pradesh,FIROZABAD,School Profile,num_students,72.58
Uttar Pradesh,GAUTAM BUDDHA NAGAR,School Profile,num_students,31.46
Uttar Pradesh,GHAZIABAD,School Profile,num_students,43.02
Uttar Pradesh,GHAZIPUR,School Profile,num_students,118.36
Uttar Pradesh,GONDA,School Profile,num_students,91.8
Uttar Pradesh,GORAKHPUR,School Profile,num_students,91.6
Uttar Pradesh,HAMIRPUR (U.P.),School Profile,num_students,35.62
Uttar Pradesh,HAPUR (PANCHSHEEL NAGAR),School Profile,num_students,23.38
Uttar Pradesh,HARDOI,School Profile,num_students,109.3
Uttar Pradesh,HATHRAS,School Profile,num_students,45.94
Uttar Pradesh,JALAUN,School Profile,num_students,52.5
Uttar Pradesh,JAUNPUR,School Profile,num_students,120.56
Uttar Pradesh,JHANSI,School Profile,num_students,53.34
Uttar Pradesh,Jyotiba Phule Nagar (AMROHA),School Profile,num_students,64.32
Uttar Pradesh,KANNAUJ,School Profile,num_students,54.36
Uttar Pradesh,KANPUR DEHAT,School Profile,num_students,53.4
Uttar Pradesh,KANPUR NAGAR,School Profile,num_students,93.74
Uttar Pradesh,KANSHIRAM NAGAR,School Profile,num_students,47.62
Uttar Pradesh,KAUSHAMBI,School Profile,num_students,43.42
Uttar Pradesh,KHERI,School Profile,num_students,91.02
Uttar Pradesh,KUSHINAGAR,School Profile,num_students,91.24
Uttar Pradesh,LALITPUR,School Profile,num_students,39.26
Uttar Pradesh,LUCKNOW,School Profile,num_students,82.86
Uttar Pradesh,MAHARAJGANJ,School Profile,num_students,64.88
Uttar Pradesh,MAHOBA,School Profile,num_students,28.72
Uttar Pradesh,MAINPURI,School Profile,num_students,71.24
Uttar Pradesh,MATHURA,School Profile,num_students,61.0
Uttar Pradesh,MAU,School Profile,num_students,56.8
Uttar Pradesh,MEERUT,School Profile,num_students,60.84
Uttar Pradesh,MIRZAPUR,School Profile,num_students,66.12
Uttar Pradesh,MORADABAD,School Profile,num_students,87.62
Uttar Pradesh,MUZAFFARNAGAR,School Profile,num_students,57.08
Uttar Pradesh,PILIBHIT,School Profile,num_students,50.66
Uttar Pradesh,PRATAPGARH,School Profile,num_students,97.48
Uttar Pradesh,RAE BARELI,School Profile,num_students,69.04
Uttar Pradesh,RAMPUR,School Profile,num_students,63.0
Uttar Pradesh,SAHARANPUR,School Profile,num_students,87.24
Uttar Pradesh,SAMBHAL (BHIM NAGAR),School Profile,num_students,48.42
Uttar Pradesh,SANT KABIR NAGAR,School Profile,num_students,45.62
Uttar Pradesh,SHAHJAHANPUR,School Profile,num_students,86.48
Uttar Pradesh,SHAMLI (PRABUDH NAGAR),School Profile,num_students,28.14
Uttar Pradesh,SHRAWASTI,School Profile,num_students,29.74
Uttar Pradesh,SIDDHARTHNAGAR,School Profile,num_students,68.84
Uttar Pradesh,SITAPUR,School Profile,num_students,117.0
Uttar Pradesh,SONBHADRA,School Profile,num_students,55.76
Uttar Pradesh,SULTANPUR,School Profile,num_students,71.12
Uttar Pradesh,UNNAO,School Profile,num_students,88.76
Uttar Pradesh,VARANASI,School Profile,num_students,67.28
Uttarakhand,ALMORA,School Profile,num_students,41.16
Uttarakhand,BAGESHWAR,School Profile,num_students,18.18
Uttarakhand,CHAMOLI,School Profile,num_students,31.62
Uttarakhand,CHAMPAWAT,School Profile,num_students,16.3
Uttarakhand,DEHRADUN,School Profile,num_students,50.86
Uttarakhand,HARDWAR,School Profile,num_students,45.2
Uttarakhand,NAINITAL,School Profile,num_students,38.76
Uttarakhand,PAURI,School Profile,num_students,49.4
Uttarakhand,PITHORAGARH,School Profile,num_students,35.7
Uttarakhand,RUDRAPRAYAG,School Profile,num_students,19.32
